city,venue,dates,gender,match_type,result,team1,team2,outcome.winner,outcome.runs,outcome.wickets,outcome.method,toss.winner,toss.decision,player_of_match,
1226,Perth,Western Australia Cricket Association Ground,11/16/2014,male,ODI,,Australia,South Africa,South Africa,0,3,,Australia,bat,M Morkel
1227,Canberra,Manuka Oval,11/19/2014,male,ODI,,Australia,South Africa,Australia,73,0,,Australia,bat,SPD Smith
1228,,Melbourne Cricket Ground,11/21/2014,male,ODI,,Australia,South Africa,Australia,0,3,,South Africa,bat,SPD Smith
1229,,Sydney Cricket Ground,11/23/2014,male,ODI,,Australia,South Africa,Australia,0,2,,South Africa,bat,Q de Kock
1230,,Melbourne Cricket Ground,1/18/2015,male,ODI,,Australia,India,Australia,0,4,,India,bat,MA Starc
1231,,Sydney Cricket Ground,1/16/2015,male,ODI,,Australia,England,Australia,0,3,,England,bat,MA Starc
1232,Brisbane,"Brisbane Cricket Ground, Woolloongabba",1/20/2015,male,ODI,,England,India,England,0,9,,India,bat,ST Finn
1233,Hobart,Bellerive Oval,1/23/2015,male,ODI,,Australia,England,Australia,0,3,,Australia,field,SPD Smith
1234,,Sydney Cricket Ground,1/26/2015,male,ODI,,Australia,India,No Result,0,0,,Australia,field,
1235,Perth,Western Australia Cricket Association Ground,1/30/2015,male,ODI,,England,India,England,0,3,,England,field,JWA Taylor
1236,Perth,Western Australia Cricket Association Ground,2/1/2015,male,ODI,,Australia,England,Australia,112,0,,England,field,GJ Maxwell
1237,Bulawayo,Queens Sports Club,7/20/2014,male,ODI,,Zimbabwe,Afghanistan,Zimbabwe,0,8,,Zimbabwe,field,Sikandar Raza
1238,Bulawayo,Queens Sports Club,7/22/2014,male,ODI,,Zimbabwe,Afghanistan,Afghanistan,0,2,,Afghanistan,field,H Masakadza
1239,Bulawayo,Queens Sports Club,7/24/2014,male,ODI,,Zimbabwe,Afghanistan,Afghanistan,100,0,,Zimbabwe,field,DT Tiripano
1240,Chittagong,Zahur Ahmed Chowdhury Stadium,11/21/2014,male,ODI,,Bangladesh,Zimbabwe,Bangladesh,87,0,,Zimbabwe,field,Shakib Al Hasan
1241,Chittagong,Zahur Ahmed Chowdhury Stadium,11/23/2014,male,ODI,,Bangladesh,Zimbabwe,Bangladesh,68,0,,Bangladesh,bat,Mashrafe Mortaza
1242,Mirpur,Shere Bangla National Stadium,11/26/2014,male,ODI,,Bangladesh,Zimbabwe,Bangladesh,124,0,,Zimbabwe,field,Anamul Haque
1243,Mirpur,Shere Bangla National Stadium,11/28/2014,male,ODI,,Bangladesh,Zimbabwe,Bangladesh,21,0,,Bangladesh,bat,Mahmudullah
1244,Mirpur,Shere Bangla National Stadium,12/1/2014,male,ODI,,Bangladesh,Zimbabwe,Bangladesh,0,5,,Zimbabwe,bat,Taijul Islam
1245,Dublin,"The Village, Malahide",5/8/2015,male,ODI,,Ireland,England,No Result,0,0,,England,field,
1246,Kochi,Nehru Stadium,10/8/2014,male,ODI,,India,West Indies,West Indies,124,0,,India,field,MN Samuels
1247,Delhi,Feroz Shah Kotla,10/11/2014,male,ODI,,India,West Indies,India,48,0,,India,bat,Mohammed Shami
1248,Dharmasala,Himachal Pradesh Cricket Association Stadium,10/17/2014,male,ODI,,India,West Indies,India,59,0,,West Indies,field,V Kohli
1249,Cuttack,Barabati Stadium,11/2/2014,male,ODI,,India,Sri Lanka,India,169,0,,Sri Lanka,field,AM Rahane
1250,Ahmedabad,"Sardar Patel Stadium, Motera",11/6/2014,male,ODI,,India,Sri Lanka,India,0,6,,Sri Lanka,bat,AT Rayudu
1251,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",11/9/2014,male,ODI,,India,Sri Lanka,India,0,6,,Sri Lanka,bat,DPMD Jayawardene
1252,Kolkata,Eden Gardens,11/13/2014,male,ODI,,India,Sri Lanka,India,153,0,,India,bat,RG Sharma
1253,Ranchi,JSCA International Stadium Complex,11/16/2014,male,ODI,,India,Sri Lanka,India,0,3,,Sri Lanka,bat,AD Mathews
1254,Bloemfontein,Mangaung Oval,2/3/2016,male,ODI,,South Africa,England,England,39,0,,England,bat,Q de Kock
1255,Port Elizabeth,St George's Park,2/6/2016,male,ODI,,South Africa,England,England,0,5,,South Africa,bat,AD Hales
1256,Centurion,SuperSport Park,2/9/2016,male,ODI,,South Africa,England,South Africa,0,7,,England,bat,Q de Kock
1257,Johannesburg,New Wanderers Stadium,2/12/2016,male,ODI,,South Africa,England,South Africa,0,1,,South Africa,field,CH Morris
1258,Cape Town,Newlands,2/14/2016,male,ODI,,South Africa,England,South Africa,0,5,,South Africa,field,AB de Villiers
1259,Dubai,ICC Academy,11/28/2014,male,ODI,,United Arab Emirates,Afghanistan,United Arab Emirates,0,5,,Afghanistan,bat,Amjad Ali
1260,Dubai,ICC Academy,11/30/2014,male,ODI,,United Arab Emirates,Afghanistan,United Arab Emirates,0,6,,United Arab Emirates,field,Khurram Khan
1261,,Dubai International Cricket Stadium,1/12/2015,male,ODI,,Ireland,Scotland,Ireland,0,3,,Ireland,field,NJ O'Brien
1262,,Dubai International Cricket Stadium,1/17/2015,male,ODI,,Afghanistan,Ireland,Afghanistan,71,0,,Ireland,field,Najibullah Zadran
1263,Dubai,ICC Academy,1/8/2015,male,ODI,,Afghanistan,Scotland,Afghanistan,0,8,,Afghanistan,field,Javed Ahmadi
1264,Abu Dhabi,Sheikh Zayed Stadium,1/14/2015,male,ODI,,Afghanistan,Scotland,Scotland,150,0,,Scotland,bat,JH Davey
1265,Mirpur,Shere Bangla National Stadium,7/10/2015,male,ODI,,Bangladesh,South Africa,South Africa,0,8,,Bangladesh,bat,K Rabada
1266,Mirpur,Shere Bangla National Stadium,7/12/2015,male,ODI,,Bangladesh,South Africa,Bangladesh,0,7,,South Africa,bat,Soumya Sarkar
1267,Chittagong,Zahur Ahmed Chowdhury Stadium,7/15/2015,male,ODI,,Bangladesh,South Africa,Bangladesh,0,9,,South Africa,bat,Soumya Sarkar
1268,Centurion,SuperSport Park,8/19/2015,male,ODI,,South Africa,New Zealand,South Africa,20,0,,New Zealand,field,HM Amla
1269,Potchefstroom,Senwes Park,8/23/2015,male,ODI,,South Africa,New Zealand,New Zealand,0,8,,South Africa,bat,MJ Guptill
1270,Durban,Kingsmead,8/26/2015,male,ODI,,South Africa,New Zealand,South Africa,62,0,,South Africa,bat,AB de Villiers
1271,Mirpur,Shere Bangla National Stadium,4/17/2015,male,ODI,,Bangladesh,Pakistan,Bangladesh,79,0,,Bangladesh,bat,Mushfiqur Rahim
1272,Mirpur,Shere Bangla National Stadium,4/19/2015,male,ODI,,Bangladesh,Pakistan,Bangladesh,0,7,,Pakistan,bat,Tamim Iqbal
1273,Mirpur,Shere Bangla National Stadium,4/22/2015,male,ODI,,Bangladesh,Pakistan,Bangladesh,0,8,,Pakistan,bat,Soumya Sarkar
1274,,Rangiri Dambulla International Stadium,7/11/2015,male,ODI,,Sri Lanka,Pakistan,Pakistan,0,6,,Pakistan,field,Mohammad Hafeez
1275,,Pallekele International Cricket Stadium,7/15/2015,male,ODI,,Sri Lanka,Pakistan,Sri Lanka,0,2,,Pakistan,bat,MDKJ Perera
1276,Colombo,R Premadasa Stadium,7/19/2015,male,ODI,,Sri Lanka,Pakistan,Pakistan,135,0,,Pakistan,bat,Sarfraz Ahmed
1277,Colombo,R Premadasa Stadium,7/22/2015,male,ODI,,Sri Lanka,Pakistan,Pakistan,0,7,,Sri Lanka,bat,Ahmed Shehzad
1278,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",7/26/2015,male,ODI,,Sri Lanka,Pakistan,Sri Lanka,165,0,,Sri Lanka,bat,MDKJ Perera
1279,Lahore,Gaddafi Stadium,5/26/2015,male,ODI,,Pakistan,Zimbabwe,Pakistan,41,0,,Pakistan,bat,Shoaib Malik
1280,Lahore,Gaddafi Stadium,5/29/2015,male,ODI,,Pakistan,Zimbabwe,Pakistan,0,6,,Pakistan,field,Azhar Ali
1281,Lahore,Gaddafi Stadium,5/31/2015,male,ODI,,Pakistan,Zimbabwe,No Result,0,0,,Pakistan,bat,
1282,Mirpur,Shere Bangla National Stadium,6/18/2015,male,ODI,,Bangladesh,India,Bangladesh,79,0,,Bangladesh,bat,Mustafizur Rahman
1283,Mirpur,Shere Bangla National Stadium,6/21/2015,male,ODI,,Bangladesh,India,Bangladesh,0,6,,India,bat,Mustafizur Rahman
1284,Mirpur,Shere Bangla National Stadium,6/24/2015,male,ODI,,Bangladesh,India,India,77,0,,Bangladesh,field,SK Raina
1285,,Harare Sports Club,7/10/2015,male,ODI,,Zimbabwe,India,India,4,0,,Zimbabwe,field,AT Rayudu
1286,,Harare Sports Club,7/12/2015,male,ODI,,Zimbabwe,India,India,62,0,,Zimbabwe,field,M Vijay
1287,,Harare Sports Club,7/14/2015,male,ODI,,Zimbabwe,India,India,83,0,,Zimbabwe,field,KM Jadhav
1288,,Harare Sports Club,8/2/2015,male,ODI,,Zimbabwe,New Zealand,Zimbabwe,0,7,,Zimbabwe,field,CR Ervine
1289,,Harare Sports Club,8/4/2015,male,ODI,,Zimbabwe,New Zealand,New Zealand,0,10,,Zimbabwe,bat,MJ Guptill
1290,,Harare Sports Club,8/7/2015,male,ODI,,Zimbabwe,New Zealand,New Zealand,38,0,,Zimbabwe,field,KS Williamson
1291,Perth,Western Australia Cricket Association Ground,1/12/2016,male,ODI,,Australia,India,Australia,0,5,,India,bat,SPD Smith
1292,Brisbane,"Brisbane Cricket Ground, Woolloongabba",1/15/2016,male,ODI,,Australia,India,Australia,0,7,,India,bat,RG Sharma
1293,,Melbourne Cricket Ground,1/17/2016,male,ODI,,Australia,India,Australia,0,3,,Australia,field,GJ Maxwell
1294,Canberra,Manuka Oval,1/20/2016,male,ODI,,Australia,India,Australia,25,0,,Australia,bat,KW Richardson
1295,,Sydney Cricket Ground,1/23/2016,male,ODI,,Australia,India,India,0,6,,India,field,MK Pandey
1296,Abu Dhabi,Sheikh Zayed Stadium,11/11/2015,male,ODI,,England,Pakistan,Pakistan,0,6,,England,bat,Mohammad Hafeez
1297,Abu Dhabi,Sheikh Zayed Stadium,11/13/2015,male,ODI,,England,Pakistan,England,95,0,,England,bat,AD Hales
1298,,Sharjah Cricket Stadium,11/17/2015,male,ODI,,England,Pakistan,England,0,6,,Pakistan,bat,JWA Taylor
1299,,Dubai International Cricket Stadium,11/20/2015,male,ODI,,England,Pakistan,England,84,0,,England,bat,JC Buttler
1300,Kanpur,Green Park,10/11/2015,male,ODI,,India,South Africa,South Africa,5,0,,South Africa,bat,AB de Villiers
1301,Indore,Holkar Cricket Stadium,10/14/2015,male,ODI,,India,South Africa,India,22,0,,India,bat,MS Dhoni
1302,Rajkot,Saurashtra Cricket Association Stadium,10/18/2015,male,ODI,,India,South Africa,South Africa,18,0,,South Africa,bat,M Morkel
1303,Chennai,"MA Chidambaram Stadium, Chepauk",10/22/2015,male,ODI,,India,South Africa,India,35,0,,India,bat,V Kohli
1304,Mumbai,Wankhede Stadium,10/25/2015,male,ODI,,India,South Africa,South Africa,214,0,,South Africa,bat,Q de Kock
1305,Dubai,ICC Academy,11/16/2015,male,ODI,,United Arab Emirates,Hong Kong,Hong Kong,89,0,,Hong Kong,bat,MS Chapman
1306,Dublin,"The Village, Malahide",6/18/2016,male,ODI,,Ireland,Sri Lanka,Sri Lanka,136,0,,Ireland,field,
1307,Nottingham,Trent Bridge,6/21/2016,male,ODI,,England,Sri Lanka,No Result,0,0,,England,field,CR Woakes
1308,Birmingham,Edgbaston,6/24/2016,male,ODI,,England,Sri Lanka,England,0,10,,Sri Lanka,bat,JJ Roy
1309,Bristol,County Ground,6/26/2016,male,ODI,,England,Sri Lanka,No Result,0,0,,England,field,
1310,London,Kennington Oval,6/29/2016,male,ODI,,England,Sri Lanka,England,0,6,,England,field,JJ Roy
1311,Cardiff,Sophia Gardens,7/2/2016,male,ODI,,England,Sri Lanka,England,122,0,,Sri Lanka,field,JC Buttler
1312,Dublin,"The Village, Malahide",8/18/2016,male,ODI,,Ireland,Pakistan,Pakistan,255,0,,Ireland,field,
1313,Southampton,The Rose Bowl,8/24/2016,male,ODI,,England,Pakistan,England,44,0,,Pakistan,bat,JJ Roy
1314,London,Lord's,8/27/2016,male,ODI,,England,Pakistan,England,0,4,,Pakistan,bat,JE Root
1315,Nottingham,Trent Bridge,8/30/2016,male,ODI,,England,Pakistan,England,169,0,,England,bat,AD Hales
1316,Leeds,Headingley,9/1/2016,male,ODI,,England,Pakistan,England,0,4,,Pakistan,bat,JM Bairstow
1317,Cardiff,Sophia Gardens,9/4/2016,male,ODI,,England,Pakistan,Pakistan,0,4,,Pakistan,field,Sarfraz Ahmed
1318,Christchurch,Hagley Oval,12/26/2015,male,ODI,,New Zealand,Sri Lanka,New Zealand,0,7,,Sri Lanka,bat,MJ Henry
1319,Christchurch,Hagley Oval,12/28/2015,male,ODI,,New Zealand,Sri Lanka,New Zealand,0,10,,Sri Lanka,bat,MJ Guptill
1320,Nelson,Saxton Oval,12/31/2015,male,ODI,,New Zealand,Sri Lanka,Sri Lanka,0,8,,New Zealand,bat,MD Gunathilaka
1321,Nelson,Saxton Oval,1/2/2016,male,ODI,,New Zealand,Sri Lanka,No Result,0,0,,Sri Lanka,field,
1322,Mount Maunganui,Bay Oval,1/5/2016,male,ODI,,New Zealand,Sri Lanka,New Zealand,36,0,,Sri Lanka,field,MJ Henry
1323,Wellington,Basin Reserve,1/25/2016,male,ODI,,New Zealand,Pakistan,New Zealand,70,0,,Pakistan,field,HM Nicholls
1324,Auckland,Eden Park,2/3/2016,male,ODI,,New Zealand,Australia,New Zealand,159,0,,Australia,field,MJ Guptill
1325,Wellington,Westpac Stadium,2/6/2016,male,ODI,,New Zealand,Australia,Australia,0,4,,New Zealand,bat,MR Marsh
1326,Hamilton,Seddon Park,2/8/2016,male,ODI,,New Zealand,Australia,New Zealand,55,0,,Australia,field,IS Sodhi
1327,Auckland,Eden Park,1/31/2016,male,ODI,,New Zealand,Pakistan,New Zealand,0,3,,Pakistan,bat,MJ Guptill
1328,Colombo,R Premadasa Stadium,11/1/2015,male,ODI,,Sri Lanka,West Indies,Sri Lanka,0,1,,Sri Lanka,field,TM Dilshan
1329,Colombo,R Premadasa Stadium,11/4/2015,male,ODI,,Sri Lanka,West Indies,Sri Lanka,0,8,,West Indies,bat,MDKJ Perera
1330,,Pallekele International Cricket Stadium,11/7/2015,male,ODI,,Sri Lanka,West Indies,Sri Lanka,19,0,,Sri Lanka,field,MN Samuels
1331,,Harare Sports Club,10/1/2015,male,ODI,,Zimbabwe,Pakistan,Pakistan,131,0,,Zimbabwe,field,Yasir Shah
1332,,Harare Sports Club,10/3/2015,male,ODI,,Zimbabwe,Pakistan,Zimbabwe,5,0,,Pakistan,field,E Chigumbura
1333,,Harare Sports Club,10/5/2015,male,ODI,,Zimbabwe,Pakistan,Pakistan,0,7,,Pakistan,field,Bilal Asif
1334,,Harare Sports Club,10/9/2015,male,ODI,,Zimbabwe,Ireland,Zimbabwe,0,2,,Zimbabwe,field,Sikandar Raza
1335,,Harare Sports Club,10/11/2015,male,ODI,,Zimbabwe,Ireland,Zimbabwe,0,5,,Zimbabwe,field,CR Ervine
1336,,Harare Sports Club,10/13/2015,male,ODI,,Zimbabwe,Ireland,Ireland,0,2,,Ireland,field,TJ Murtagh
1337,Bulawayo,Queens Sports Club,10/16/2015,male,ODI,,Zimbabwe,Afghanistan,Zimbabwe,0,8,,Afghanistan,bat,WP Masakadza
1338,Bulawayo,Queens Sports Club,10/18/2015,male,ODI,,Zimbabwe,Afghanistan,Afghanistan,58,0,,Afghanistan,bat,Mohammad Nabi
1339,Bulawayo,Queens Sports Club,10/22/2015,male,ODI,,Zimbabwe,Afghanistan,Afghanistan,0,3,,Zimbabwe,bat,Mohammad Shahzad
1340,Mirpur,Shere Bangla National Stadium,11/7/2015,male,ODI,,Bangladesh,Zimbabwe,Bangladesh,145,0,,Zimbabwe,field,Mushfiqur Rahim
1341,Mirpur,Shere Bangla National Stadium,11/9/2015,male,ODI,,Bangladesh,Zimbabwe,Bangladesh,58,0,,Zimbabwe,field,Imrul Kayes
1342,Mirpur,Shere Bangla National Stadium,11/11/2015,male,ODI,,Bangladesh,Zimbabwe,Bangladesh,61,0,,Bangladesh,bat,Tamim Iqbal
1343,Guyana,Providence Stadium,6/3/2016,male,ODI,,West Indies,South Africa,West Indies,0,4,,South Africa,bat,SP Narine
1344,Guyana,Providence Stadium,6/5/2016,male,ODI,,West Indies,Australia,Australia,0,6,,Australia,field,NM Lyon
1345,Guyana,Providence Stadium,6/7/2016,male,ODI,,Australia,South Africa,South Africa,47,0,,South Africa,bat,F Behardien
1346,St Kitts,"Warner Park, Basseterre",6/11/2016,male,ODI,,Australia,South Africa,Australia,36,0,,Australia,bat,DA Warner
1347,St Kitts,"Warner Park, Basseterre",6/13/2016,male,ODI,,West Indies,Australia,West Indies,0,4,,West Indies,field,MN Samuels
1348,St Kitts,"Warner Park, Basseterre",6/15/2016,male,ODI,,West Indies,South Africa,South Africa,139,0,,West Indies,field,Imran Tahir
1349,Barbados,"Kensington Oval, Bridgetown",6/19/2016,male,ODI,,Australia,South Africa,No Result,0,0,,Australia,field,
1350,Barbados,"Kensington Oval, Bridgetown",6/21/2016,male,ODI,,West Indies,Australia,Australia,0,6,,Australia,field,MN Samuels
1351,Barbados,"Kensington Oval, Bridgetown",6/24/2016,male,ODI,,West Indies,South Africa,West Indies,100,0,,South Africa,field,DM Bravo
1352,Barbados,"Kensington Oval, Bridgetown",6/26/2016,male,ODI,,West Indies,Australia,Australia,58,0,,Australia,bat,MR Marsh
1353,Benoni,Willowmoore Park,9/25/2016,male,ODI,,South Africa,Ireland,South Africa,206,0,,Ireland,field,T Bavuma
1354,Benoni,Willowmoore Park,9/27/2016,male,ODI,,Australia,Ireland,Australia,0,9,,Ireland,bat,UT Khawaja
1355,Centurion,SuperSport Park,9/30/2016,male,ODI,,South Africa,Australia,South Africa,0,6,,South Africa,field,Q de Kock
1356,Johannesburg,New Wanderers Stadium,10/2/2016,male,ODI,,South Africa,Australia,South Africa,142,0,,Australia,field,F du Plessis
1357,Durban,Kingsmead,10/5/2016,male,ODI,,South Africa,Australia,South Africa,0,4,,Australia,bat,DA Miller
1358,Port Elizabeth,St George's Park,10/9/2016,male,ODI,,South Africa,Australia,South Africa,0,6,,Australia,bat,KJ Abbott
1359,Cape Town,Newlands,10/12/2016,male,ODI,,South Africa,Australia,South Africa,31,0,,South Africa,bat,DA Warner
1360,Port Elizabeth,St George's Park,1/28/2017,male,ODI,,South Africa,Sri Lanka,South Africa,0,8,,South Africa,field,Imran Tahir
1361,Durban,Kingsmead,2/1/2017,male,ODI,,South Africa,Sri Lanka,South Africa,121,0,,Sri Lanka,field,F du Plessis
1362,Johannesburg,New Wanderers Stadium,2/4/2017,male,ODI,,South Africa,Sri Lanka,South Africa,0,7,,South Africa,field,D Pretorius
1363,Cape Town,Newlands,2/7/2017,male,ODI,,South Africa,Sri Lanka,South Africa,40,0,,South Africa,bat,F du Plessis
1364,Centurion,SuperSport Park,2/10/2017,male,ODI,,South Africa,Sri Lanka,South Africa,88,0,,Sri Lanka,field,HM Amla
1365,,Sharjah Cricket Stadium,12/25/2015,male,ODI,,Afghanistan,Zimbabwe,Afghanistan,49,0,,Afghanistan,bat,Amir Hamza
1366,,Sharjah Cricket Stadium,12/29/2015,male,ODI,,Afghanistan,Zimbabwe,Afghanistan,0,4,,Zimbabwe,bat,Mohammad Shahzad
1367,,Sharjah Cricket Stadium,1/2/2016,male,ODI,,Afghanistan,Zimbabwe,Zimbabwe,117,0,,Zimbabwe,bat,H Masakadza
1368,,Sharjah Cricket Stadium,1/4/2016,male,ODI,,Afghanistan,Zimbabwe,Zimbabwe,65,0,,Zimbabwe,bat,CJ Chibhabha
1369,,Sharjah Cricket Stadium,1/6/2016,male,ODI,,Afghanistan,Zimbabwe,Afghanistan,0,2,,Zimbabwe,bat,Gulbadin Naib
1370,Colombo,R Premadasa Stadium,8/21/2016,male,ODI,,Sri Lanka,Australia,Australia,0,3,,Australia,field,JP Faulkner
1371,Colombo,R Premadasa Stadium,8/24/2016,male,ODI,,Sri Lanka,Australia,Sri Lanka,82,0,,Sri Lanka,bat,AD Mathews
1372,,Rangiri Dambulla International Stadium,8/28/2016,male,ODI,,Sri Lanka,Australia,Australia,0,2,,Sri Lanka,bat,GJ Bailey
1373,,Rangiri Dambulla International Stadium,8/31/2016,male,ODI,,Sri Lanka,Australia,Australia,0,6,,Sri Lanka,bat,JW Hastings
1374,,Pallekele International Cricket Stadium,9/1/2016,male,ODI,,Sri Lanka,Australia,Australia,0,5,,Sri Lanka,bat,DA Warner
1375,Belfast,"Civil Service Cricket Club, Stormont",7/12/2016,male,ODI,,Ireland,Afghanistan,Afghanistan,39,0,,Ireland,field,
1376,Belfast,"Civil Service Cricket Club, Stormont",7/17/2016,male,ODI,,Ireland,Afghanistan,Afghanistan,79,0,,Afghanistan,bat,
1377,Belfast,"Civil Service Cricket Club, Stormont",7/19/2016,male,ODI,,Ireland,Afghanistan,Ireland,12,0,,Afghanistan,field,
1378,Edinburgh,"Grange Cricket Club Ground, Raeburn Place",8/14/2016,male,ODI,,Scotland,United Arab Emirates,Scotland,98,0,,United Arab Emirates,field,
1379,Edinburgh,"Grange Cricket Club Ground, Raeburn Place",8/16/2016,male,ODI,,Scotland,United Arab Emirates,Scotland,0,7,,United Arab Emirates,bat,
